"fipstate","naics","empflag","emp","qp1","ap","est","f1_4","e1_4","q1_4","a1_4","n1_4","f5_9","e5_9","q5_9","a5_9","n5_9","f10_19","e10_19","q10_19","a10_19","n10_19","f20_49","e20_49","q20_49","a20_49","n20_49","f50_99","e50_99","q50_99","a50_99","n50_99","f100_249","e100_249","q100_249","a100_249","n100_249","f250_499","e250_499","q250_499","a250_499","n250_499","f500_999","e500_999","q500_999","a500_999","n500_999","f1000","e1000","q1000","a1000","n1000","censtate"
"72","------",,761672,3816740,15863227,46853,,47578,181209,906672,26589,,54929,224327,930599,8353,,71910,296016,1219691,5346,,118358,481678,2034753,3903,,98192,452677,1893242,1438,,122403,616954,2553114,801,,90068,505905,2057729,261,,81666,498784,2028016,119,,76568,559190,2239411,43,"06"
"72","11----",,42,94,514,17,"D",0,0,0,14,"D",0,0,0,2,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","113///",,3,7,34,3,,3,7,34,3,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","1133//",,3,7,34,3,,3,7,34,3,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","11331/",,3,7,34,3,,3,7,34,3,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","113310",,3,7,34,3,,3,7,34,3,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","115///",,39,87,480,14,"D",0,0,0,11,"D",0,0,0,2,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","1151//",,9,22,189,5,,9,22,189,5,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","11511/",,9,22,189,5,,9,22,189,5,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","115112","A",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","115113","A",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","115114","A",0,0,0,3,"D",0,0,0,3,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","1152//",,30,65,291,9,"D",0,0,0,6,"D",0,0,0,2,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","11521/",,30,65,291,9,"D",0,0,0,6,"D",0,0,0,2,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","115210",,30,65,291,9,"D",0,0,0,6,"D",0,0,0,2,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","21----",,889,4281,20148,46,"D",0,0,0,16,"D",0,0,0,5,"D",0,0,0,11,"D",0,0,0,8,"D",0,0,0,6,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","211///","A",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","2111//","A",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","21111/","A",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","211111","A",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","212///",,867,4205,19879,42,"D",0,0,0,13,"D",0,0,0,5,"D",0,0,0,10,"D",0,0,0,8,"D",0,0,0,6,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","2122//","A",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","21229/","A",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","212299","A",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","2123//","F",0,0,0,41,"D",0,0,0,12,"D",0,0,0,5,"D",0,0,0,10,"D",0,0,0,8,"D",0,0,0,6,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","21231/","B",0,0,0,8,"D",0,0,0,6,,0,0,0,0,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","212311","A",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","212312","A",0,0,0,3,"D",0,0,0,2,,0,0,0,0,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","212313","A",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","212319","A",0,0,0,3,"D",0,0,0,2,,0,0,0,0,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","21232/","F",0,0,0,33,"D",0,0,0,6,"D",0,0,0,5,"D",0,0,0,8,"D",0,0,0,8,"D",0,0,0,6,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","212321","F",0,0,0,32,"D",0,0,0,6,"D",0,0,0,5,"D",0,0,0,8,"D",0,0,0,8,"D",0,0,0,5,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","212322","B",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","213///","B",0,0,0,3,"D",0,0,0,2,,0,0,0,0,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","2131//","B",0,0,0,3,"D",0,0,0,2,,0,0,0,0,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","21311/","B",0,0,0,3,"D",0,0,0,2,,0,0,0,0,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","213111","A",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","213112","A",0,0,0,1,,0,0,0,0,,0,0,0,0,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","213114","A",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","22----",,351,4251,17039,28,,26,95,647,17,"D",0,0,0,3,"D",0,0,0,4,"D",0,0,0,2,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","221///",,351,4251,17039,28,,26,95,647,17,"D",0,0,0,3,"D",0,0,0,4,"D",0,0,0,2,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","2211//",,188,3296,12551,4,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","22111/","C",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","221119","C",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","22112/","A",0,0,0,2,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","221121","A",0,0,0,1,,0,0,0,0,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","221122","A",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","2212//",,72,274,1353,8,,8,21,128,4,"D",0,0,0,1,"D",0,0,0,2,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","22121/",,72,274,1353,8,,8,21,128,4,"D",0,0,0,1,"D",0,0,0,2,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","221210",,72,274,1353,8,,8,21,128,4,"D",0,0,0,1,"D",0,0,0,2,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","2213//",,91,681,3135,16,"D",0,0,0,12,"D",0,0,0,1,"D",0,0,0,2,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","22131/",,65,515,2364,12,"D",0,0,0,10,,0,0,0,0,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","221310",,65,515,2364,12,"D",0,0,0,10,,0,0,0,0,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","22132/","B",0,0,0,3,"D",0,0,0,1,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","221320","B",0,0,0,3,"D",0,0,0,1,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","22133/","A",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","221330","A",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","23----",,62181,229514,1008863,2920,,2241,8988,64544,1425,,3287,11960,51127,494,,5220,18705,76386,388,,10797,39419,171006,339,,10520,36519,162308,151,,13627,45517,196617,91,,6801,26924,116131,21,,5490,20358,92483,8,,4198,21124,78261,3,"06"
"72","236///",,33932,118187,521623,1395,,1027,4049,33594,664,"D",0,0,0,224,,2556,8641,36144,190,,5294,17613,74175,166,,5345,17519,75721,76,,9104,28311,126728,58,,3622,14685,68199,11,,2625,7680,35209,4,"D",0,0,0,2,"06"
"72","2361//",,20761,67115,299664,1058,,861,3100,19916,537,"D",0,0,0,173,,1864,6207,25701,142,,3293,10548,43841,104,,3702,11601,48984,53,,6515,20279,92209,40,,2665,10055,47149,8,"D",0,0,0,1,,0,0,0,0,"06"
"72","23611/",,20761,67115,299664,1058,,861,3100,19916,537,"D",0,0,0,173,,1864,6207,25701,142,,3293,10548,43841,104,,3702,11601,48984,53,,6515,20279,92209,40,,2665,10055,47149,8,"D",0,0,0,1,,0,0,0,0,"06"
"72","236115",,16336,51948,233578,847,,678,2455,16050,424,"D",0,0,0,141,,1587,5289,21529,120,,2599,8623,35108,84,,2842,8715,36993,41,,5016,15524,72876,30,"D",0,0,0,6,"D",0,0,0,1,,0,0,0,0,"06"
"72","236116",,894,3107,12402,16,"D",0,0,0,5,"D",0,0,0,3,"D",0,0,0,2,"D",0,0,0,1,"D",0,0,0,1,"D",0,0,0,3,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,"06"
"72","236117",,385,1071,5042,24,"D",0,0,0,8,"D",0,0,0,6,"D",0,0,0,4,"D",0,0,0,5,,0,0,0,0,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","236118",,3146,10989,48642,171,,155,564,3383,100,"D",0,0,0,23,,201,678,3139,16,,497,1437,6405,14,"D",0,0,0,11,,928,3047,12608,6,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,"06"
"72","2362//",,13171,51072,221959,337,,166,949,13678,127,"D",0,0,0,51,,692,2434,10443,48,,2001,7065,30334,62,,1643,5918,26737,23,,2589,8032,34519,18,,957,4630,21050,3,"D",0,0,0,3,"D",0,0,0,2,"06"
"72","23621/",,5056,22498,86758,49,,20,107,959,13,,47,175,567,7,,111,379,1960,8,,322,1176,4760,10,,366,1495,6959,5,"D",0,0,0,2,"D",0,0,0,1,"D",0,0,0,1,"D",0,0,0,2,"06"
"72","236210",,5056,22498,86758,49,,20,107,959,13,,47,175,567,7,,111,379,1960,8,,322,1176,4760,10,,366,1495,6959,5,"D",0,0,0,2,"D",0,0,0,1,"D",0,0,0,1,"D",0,0,0,2,"06"
"72","23622/",,8115,28574,135201,288,,146,842,12719,114,"D",0,0,0,44,,581,2055,8483,40,,1679,5889,25574,52,,1277,4423,19778,18,"D",0,0,0,16,"D",0,0,0,2,"D",0,0,0,2,,0,0,0,0,"06"
"72","236220",,8115,28574,135201,288,,146,842,12719,114,"D",0,0,0,44,,581,2055,8483,40,,1679,5889,25574,52,,1277,4423,19778,18,"D",0,0,0,16,"D",0,0,0,2,"D",0,0,0,2,,0,0,0,0,"06"
"72","237///",,8026,31161,129558,283,,263,1389,7123,133,"D",0,0,0,38,,500,1589,6496,36,,1119,4075,18631,33,,1774,5770,23519,25,,1563,7626,29081,12,,1246,4184,17906,4,"D",0,0,0,2,,0,0,0,0,"06"
"72","2371//",,1653,7416,28935,56,,57,323,1349,26,"D",0,0,0,8,,146,404,1731,11,"D",0,0,0,2,"D",0,0,0,3,"D",0,0,0,4,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,"06"
"72","23711/",,908,4860,18308,24,,16,134,503,8,"D",0,0,0,5,,65,172,721,5,"D",0,0,0,1,"D",0,0,0,1,,424,3289,11971,3,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,"06"
"72","237110",,908,4860,18308,24,,16,134,503,8,"D",0,0,0,5,,65,172,721,5,"D",0,0,0,1,"D",0,0,0,1,,424,3289,11971,3,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,"06"
"72","23712/",,5,44,165,3,,5,44,165,3,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","237120",,5,44,165,3,,5,44,165,3,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","23713/",,740,2512,10462,29,,36,145,681,15,"D",0,0,0,3,,81,232,1010,6,"D",0,0,0,1,"D",0,0,0,2,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,"06"
"72","237130",,740,2512,10462,29,,36,145,681,15,"D",0,0,0,3,,81,232,1010,6,"D",0,0,0,1,"D",0,0,0,2,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,"06"
"72","2372//",,855,3866,16693,90,,122,729,3788,67,,59,272,1198,9,,55,211,1152,4,,177,905,4293,6,"D",0,0,0,2,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","23721/",,855,3866,16693,90,,122,729,3788,67,,59,272,1198,9,,55,211,1152,4,,177,905,4293,6,"D",0,0,0,2,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","237210",,855,3866,16693,90,,122,729,3788,67,,59,272,1198,9,,55,211,1152,4,,177,905,4293,6,"D",0,0,0,2,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","2373//",,4956,17673,74284,121,,78,303,1818,36,,117,334,1382,18,,266,838,3108,18,,868,2952,12941,24,,1170,3961,16042,17,,483,1474,6356,4,"D",0,0,0,2,"D",0,0,0,2,,0,0,0,0,"06"
"72","23731/",,4956,17673,74284,121,,78,303,1818,36,,117,334,1382,18,,266,838,3108,18,,868,2952,12941,24,,1170,3961,16042,17,,483,1474,6356,4,"D",0,0,0,2,"D",0,0,0,2,,0,0,0,0,"06"
"72","237310",,4956,17673,74284,121,,78,303,1818,36,,117,334,1382,18,,266,838,3108,18,,868,2952,12941,24,,1170,3961,16042,17,,483,1474,6356,4,"D",0,0,0,2,"D",0,0,0,2,,0,0,0,0,"06"
"72","2379//",,562,2206,9646,16,,6,34,168,4,"D",0,0,0,3,,33,136,505,3,"D",0,0,0,1,,207,633,2481,3,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","23799/",,562,2206,9646,16,,6,34,168,4,"D",0,0,0,3,,33,136,505,3,"D",0,0,0,1,,207,633,2481,3,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","237990",,562,2206,9646,16,,6,34,168,4,"D",0,0,0,3,,33,136,505,3,"D",0,0,0,1,,207,633,2481,3,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","238///",,20223,80166,357682,1242,,951,3550,23827,628,,1554,5618,24471,232,,2164,8475,33746,162,,4384,17731,78200,140,,3401,13230,63068,50,,2960,9580,40808,21,,1933,8055,30026,6,"D",0,0,0,2,"D",0,0,0,1,"06"
"72","2381//",,4483,16258,72250,250,"D",0,0,0,126,,301,968,4501,44,,405,1312,4815,31,,941,3346,13637,32,,639,2565,11286,9,"D",0,0,0,6,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0,"06"
"72","23811/",,2007,7706,36182,60,"D",0,0,0,22,"D",0,0,0,12,"D",0,0,0,8,,321,1135,4095,10,,264,809,3631,4,,355,1031,4571,3,,0,0,0,0,"D",0,0,0,1,,0,0,0,0,"06"
"72","238110",,2007,7706,36182,60,"D",0,0,0,22,"D",0,0,0,12,"D",0,0,0,8,,321,1135,4095,10,,264,809,3631,4,,355,1031,4571,3,,0,0,0,0,"D",0,0,0,1,,0,0,0,0,"06"
"72","23812/",,489,2058,9230,33,,29,121,673,14,"D",0,0,0,3,,79,320,1211,7,,215,834,3803,7,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","238120",,489,2058,9230,33,,29,121,673,14,"D",0,0,0,3,,79,320,1211,7,,215,834,3803,7,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","23813/","B",0,0,0,11,"D",0,0,0,6,"D",0,0,0,2,"D",0,0,0,1,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","238130","B",0,0,0,11,"D",0,0,0,6,"D",0,0,0,2,"D",0,0,0,1,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","23814/",,581,1735,6700,34,"D",0,0,0,18,,52,162,811,8,,35,78,317,3,"D",0,0,0,2,"D",0,0,0,1,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","238140",,581,1735,6700,34,"D",0,0,0,18,,52,162,811,8,,35,78,317,3,"D",0,0,0,2,"D",0,0,0,1,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","23815/","B",0,0,0,16,"D",0,0,0,11,"D",0,0,0,2,,0,0,0,0,,66,191,870,3,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","238150","B",0,0,0,16,"D",0,0,0,11,"D",0,0,0,2,,0,0,0,0,,66,191,870,3,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","23816/",,691,2229,9806,76,"D",0,0,0,45,,98,335,1505,14,,122,413,1625,9,,144,475,2163,6,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","238160",,691,2229,9806,76,"D",0,0,0,45,,98,335,1505,14,,122,413,1625,9,,144,475,2163,6,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","23817/","E",0,0,0,3,"D",0,0,0,1,,0,0,0,0,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,"06"
"72","238170","E",0,0,0,3,"D",0,0,0,1,,0,0,0,0,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,"06"
"72","23819/",,189,821,3966,17,,13,48,310,9,,17,44,174,3,"D",0,0,0,2,"D",0,0,0,2,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","238190",,189,821,3966,17,,13,48,310,9,,17,44,174,3,"D",0,0,0,2,"D",0,0,0,2,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","2382//",,12538,52327,233120,639,"D",0,0,0,299,,849,3173,13531,126,,1132,4765,19282,85,,2333,10189,46097,75,,2183,8850,43529,33,,1930,6629,28427,14,"D",0,0,0,5,"D",0,0,0,1,"D",0,0,0,1,"06"
"72","23821/",,7748,32066,142681,396,"D",0,0,0,190,,528,2024,8524,78,,709,2718,10893,52,,1313,5728,25207,43,,1315,5010,23914,20,,1238,4286,18318,9,,1009,4408,16986,3,,0,0,0,0,"D",0,0,0,1,"06"
"72","238210",,7748,32066,142681,396,"D",0,0,0,190,,528,2024,8524,78,,709,2718,10893,52,,1313,5728,25207,43,,1315,5010,23914,20,,1238,4286,18318,9,,1009,4408,16986,3,,0,0,0,0,"D",0,0,0,1,"06"
"72","23822/",,4364,17253,76819,214,,133,579,3148,94,,292,1072,4596,44,"D",0,0,0,31,,805,2710,13248,26,"D",0,0,0,11,,692,2343,10109,5,"D",0,0,0,2,"D",0,0,0,1,,0,0,0,0,"06"
"72","238220",,4364,17253,76819,214,,133,579,3148,94,,292,1072,4596,44,"D",0,0,0,31,,805,2710,13248,26,"D",0,0,0,11,,692,2343,10109,5,"D",0,0,0,2,"D",0,0,0,1,,0,0,0,0,"06"
"72","23829/",,426,3008,13620,29,"D",0,0,0,15,,29,77,411,4,"D",0,0,0,2,,215,1751,7642,6,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","238290",,426,3008,13620,29,"D",0,0,0,15,,29,77,411,4,"D",0,0,0,2,,215,1751,7642,6,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","2383//",,1741,5728,27066,205,,172,544,3852,121,,243,888,3971,36,,332,1254,5168,23,,652,2221,10603,20,,342,821,3472,5,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","23831/",,519,2010,9719,42,"D",0,0,0,20,,57,361,1703,8,,87,316,1438,6,,210,845,4076,6,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","238310",,519,2010,9719,42,"D",0,0,0,20,,57,361,1703,8,,87,316,1438,6,,210,845,4076,6,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","23832/",,668,1815,8202,66,"D",0,0,0,33,,81,212,1036,12,,171,641,2498,12,,154,361,1778,6,"D",0,0,0,3,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","238320",,668,1815,8202,66,"D",0,0,0,33,,81,212,1036,12,,171,641,2498,12,,154,361,1778,6,"D",0,0,0,3,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","23833/",,105,499,2566,17,,17,53,590,13,"D",0,0,0,1,"D",0,0,0,1,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","238330",,105,499,2566,17,,17,53,590,13,"D",0,0,0,1,"D",0,0,0,1,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","23834/",,141,547,2568,26,,30,99,526,18,"D",0,0,0,4,"D",0,0,0,2,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","238340",,141,547,2568,26,,30,99,526,18,"D",0,0,0,4,"D",0,0,0,2,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","23835/",,254,663,3157,45,,34,93,627,32,"D",0,0,0,8,"D",0,0,0,2,,129,337,1653,3,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","238350",,254,663,3157,45,,34,93,627,32,"D",0,0,0,8,"D",0,0,0,2,,129,337,1653,3,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
"72","23839/",,54,194,854,9,,6,31,189,5,"D",0,0,0,3,,0,0,0,0,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"06"
