"uscode","naics","empflag","emp","qp1","ap","est","f1_4","e1_4","q1_4","a1_4","n1_4","f5_9","e5_9","q5_9","a5_9","n5_9","f10_19","e10_19","q10_19","a10_19","n10_19","f20_49","e20_49","q20_49","a20_49","n20_49","f50_99","e50_99","q50_99","a50_99","n50_99","f100_249","e100_249","q100_249","a100_249","n100_249","f250_499","e250_499","q250_499","a250_499","n250_499","f500_999","e500_999","q500_999","a500_999","n500_999","f1000","e1000","q1000","a1000","n1000"
"98","------",,112400654,986271261,3943179606,7200770,,6646609,46388484,242168176,3900755,,9165376,61857221,260393503,1384960,,12304168,86983764,363821703,912797,,18859002,138808349,573171233,624628,,14476290,116378658,468224208,210577,,17780466,158517169,623762314,118724,,10320756,103232441,397571288,30220,,7742617,87952386,329118338,11377,,15105370,186152789,684948843,6732
"98","11----",,181162,1135049,4978291,26552,,27164,142752,778949,17735,,30445,177127,768604,4641,,33311,218889,926614,2507,"D",0,0,0,1219,"D",0,0,0,289,"D",0,0,0,126,,9018,58702,239376,26,"D",0,0,0,7,"D",0,0,0,2
"98","113///",,75822,514116,2207048,12509,,13138,68692,350650,7697,,17748,106043,437535,2693,,19058,130298,534737,1442,,15973,118095,501611,573,"D",0,0,0,81,"D",0,0,0,18,"D",0,0,0,5,,0,0,0,0,,0,0,0,0
"98","1131//",,4203,40983,158214,680,"D",0,0,0,451,,821,6756,27367,125,,784,8560,31759,58,,1077,12131,44918,38,"D",0,0,0,6,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","11311/",,4203,40983,158214,680,"D",0,0,0,451,,821,6756,27367,125,,784,8560,31759,58,,1077,12131,44918,38,"D",0,0,0,6,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","113110",,4203,40983,158214,680,"D",0,0,0,451,,821,6756,27367,125,,784,8560,31759,58,,1077,12131,44918,38,"D",0,0,0,6,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","1132//",,2657,21210,75806,352,"D",0,0,0,216,,446,4046,14634,67,,533,6300,20658,39,,582,4344,16757,21,,497,2857,8762,7,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","11321/",,2657,21210,75806,352,"D",0,0,0,216,,446,4046,14634,67,,533,6300,20658,39,,582,4344,16757,21,,497,2857,8762,7,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","113210",,2657,21210,75806,352,"D",0,0,0,216,,446,4046,14634,67,,533,6300,20658,39,,582,4344,16757,21,,497,2857,8762,7,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","1133//",,68962,451923,1973028,11477,,12105,61228,317738,7030,,16481,95241,395534,2501,,17741,115438,482320,1345,,14314,101620,439936,514,"D",0,0,0,68,"D",0,0,0,14,"D",0,0,0,5,,0,0,0,0,,0,0,0,0
"98","11331/",,68962,451923,1973028,11477,,12105,61228,317738,7030,,16481,95241,395534,2501,,17741,115438,482320,1345,,14314,101620,439936,514,"D",0,0,0,68,"D",0,0,0,14,"D",0,0,0,5,,0,0,0,0,,0,0,0,0
"98","113310",,68962,451923,1973028,11477,,12105,61228,317738,7030,,16481,95241,395534,2501,,17741,115438,482320,1345,,14314,101620,439936,514,"D",0,0,0,68,"D",0,0,0,14,"D",0,0,0,5,,0,0,0,0,,0,0,0,0
"98","114///",,9244,76666,335427,2385,,1991,12102,77071,2056,,992,6151,22832,151,,1413,10280,39935,104,"D",0,0,0,49,"D",0,0,0,12,"D",0,0,0,11,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0
"98","1141//",,6537,56098,252635,1916,,1573,10055,66300,1693,"D",0,0,0,97,,942,8128,31752,69,,1143,8236,35085,36,"D",0,0,0,11,"D",0,0,0,9,"D",0,0,0,1,,0,0,0,0,,0,0,0,0
"98","11411/",,6537,56098,252635,1916,,1573,10055,66300,1693,"D",0,0,0,97,,942,8128,31752,69,,1143,8236,35085,36,"D",0,0,0,11,"D",0,0,0,9,"D",0,0,0,1,,0,0,0,0,,0,0,0,0
"98","114111",,4301,44046,190657,1113,,932,6356,41571,986,,307,2274,8611,47,,541,5547,20316,39,,728,6604,26902,24,"D",0,0,0,8,"D",0,0,0,9,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","114112",,2195,11817,60944,793,"D",0,0,0,699,"D",0,0,0,50,"D",0,0,0,28,,415,1632,8183,12,"D",0,0,0,3,,0,0,0,0,"D",0,0,0,1,,0,0,0,0,,0,0,0,0
"98","114119",,41,235,1034,10,"D",0,0,0,8,,0,0,0,0,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","1142//",,2707,20568,82792,469,,418,2047,10771,363,"D",0,0,0,54,,471,2152,8183,35,"D",0,0,0,13,"D",0,0,0,1,"D",0,0,0,2,,0,0,0,0,"D",0,0,0,1,,0,0,0,0
"98","11421/",,2707,20568,82792,469,,418,2047,10771,363,"D",0,0,0,54,,471,2152,8183,35,"D",0,0,0,13,"D",0,0,0,1,"D",0,0,0,2,,0,0,0,0,"D",0,0,0,1,,0,0,0,0
"98","114210",,2707,20568,82792,469,,418,2047,10771,363,"D",0,0,0,54,,471,2152,8183,35,"D",0,0,0,13,"D",0,0,0,1,"D",0,0,0,2,,0,0,0,0,"D",0,0,0,1,,0,0,0,0
"98","115///",,96096,544267,2435816,11658,,12035,61958,351228,7982,,11705,64933,308237,1797,,12840,78311,351942,961,,18246,113032,506375,597,,13797,75343,318539,196,,13982,76420,328722,97,,6880,35939,147213,20,"D",0,0,0,6,"D",0,0,0,2
"98","1151//",,58541,327969,1514936,5324,,4939,29143,182462,3318,,6053,36535,187792,921,,6850,44092,203681,509,,10804,73374,327863,347,,9705,53576,226755,136,,10282,51534,221320,71,"D",0,0,0,17,"D",0,0,0,4,"D",0,0,0,1
"98","11511/",,58541,327969,1514936,5324,,4939,29143,182462,3318,,6053,36535,187792,921,,6850,44092,203681,509,,10804,73374,327863,347,,9705,53576,226755,136,,10282,51534,221320,71,"D",0,0,0,17,"D",0,0,0,4,"D",0,0,0,1
"98","115111",,3226,19731,90151,356,,272,2245,12818,160,,614,3721,20145,91,,922,6115,26109,66,,917,5903,23583,31,,501,1747,7496,8,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","115112",,11962,71267,373344,2425,,2633,13797,87738,1742,,2700,15609,83203,416,,2240,13771,65245,171,,2569,16681,74570,82,,569,2997,13625,8,"D",0,0,0,4,"D",0,0,0,2,,0,0,0,0,,0,0,0,0
"98","115113",,3677,15148,65132,348,,345,1722,10292,246,,318,1836,8956,49,,341,1885,9510,25,,430,3052,12991,15,,605,2121,9140,9,"D",0,0,0,2,"D",0,0,0,1,,0,0,0,0,"D",0,0,0,1
"98","115114",,28341,166085,749906,1124,,696,4862,31680,439,,1476,9410,51096,220,,1977,12872,63317,148,,5298,37502,178118,166,,6524,39470,167052,89,,7517,41042,176455,52,"D",0,0,0,7,"D",0,0,0,3,,0,0,0,0
"98","115115",,6826,26448,112316,473,,323,2038,18261,301,,471,2435,9991,74,,590,3521,16181,43,,734,3449,12466,25,,989,3846,15324,14,"D",0,0,0,10,"D",0,0,0,5,"D",0,0,0,1,,0,0,0,0
"98","115116",,4509,29290,124087,598,,670,4479,21673,430,,474,3524,14401,71,,780,5928,23319,56,,856,6787,26135,28,,517,3395,14118,8,"D",0,0,0,3,"D",0,0,0,2,,0,0,0,0,,0,0,0,0
"98","1152//",,22876,118808,495963,4537,,5371,22379,105841,3397,,4095,17886,72943,638,,3980,20137,83479,300,,4624,21420,86182,159,"D",0,0,0,28,,1815,15492,59104,12,"D",0,0,0,2,"D",0,0,0,1,,0,0,0,0
"98","11521/",,22876,118808,495963,4537,,5371,22379,105841,3397,,4095,17886,72943,638,,3980,20137,83479,300,,4624,21420,86182,159,"D",0,0,0,28,,1815,15492,59104,12,"D",0,0,0,2,"D",0,0,0,1,,0,0,0,0
"98","115210",,22876,118808,495963,4537,,5371,22379,105841,3397,,4095,17886,72943,638,,3980,20137,83479,300,,4624,21420,86182,159,"D",0,0,0,28,,1815,15492,59104,12,"D",0,0,0,2,"D",0,0,0,1,,0,0,0,0
"98","1153//",,14679,97490,424917,1797,,1725,10436,62925,1267,,1557,10512,47502,238,,2010,14082,64782,152,,2818,18238,92330,91,"D",0,0,0,32,,1885,9394,48298,14,"D",0,0,0,1,"D",0,0,0,1,"D",0,0,0,1
"98","11531/",,14679,97490,424917,1797,,1725,10436,62925,1267,,1557,10512,47502,238,,2010,14082,64782,152,,2818,18238,92330,91,"D",0,0,0,32,,1885,9394,48298,14,"D",0,0,0,1,"D",0,0,0,1,"D",0,0,0,1
"98","115310",,14679,97490,424917,1797,,1725,10436,62925,1267,,1557,10512,47502,238,,2010,14082,64782,152,,2818,18238,92330,91,"D",0,0,0,32,,1885,9394,48298,14,"D",0,0,0,1,"D",0,0,0,1,"D",0,0,0,1
"98","21----",,465775,6344623,23961694,23871,,21227,196503,945712,12389,,25168,242674,1020901,3775,,46551,476773,2034990,3386,,80254,913228,3617350,2647,"D",0,0,0,904,,79643,1143141,4289813,516,,57740,910802,3440624,164,"D",0,0,0,59,,56130,1131042,3555110,31
"98","211///",,88280,1968792,6406475,7629,"D",0,0,0,4906,"D",0,0,0,1147,,10182,152430,610775,751,,15215,283524,972412,493,"D",0,0,0,194,,15084,364411,1271490,100,,10135,259865,886734,30,"D",0,0,0,5,,5069,411584,822651,3
"98","2111//",,88280,1968792,6406475,7629,"D",0,0,0,4906,"D",0,0,0,1147,,10182,152430,610775,751,,15215,283524,972412,493,"D",0,0,0,194,,15084,364411,1271490,100,,10135,259865,886734,30,"D",0,0,0,5,,5069,411584,822651,3
"98","21111/",,88280,1968792,6406475,7629,"D",0,0,0,4906,"D",0,0,0,1147,,10182,152430,610775,751,,15215,283524,972412,493,"D",0,0,0,194,,15084,364411,1271490,100,,10135,259865,886734,30,"D",0,0,0,5,,5069,411584,822651,3
"98","211111",,76794,1454790,5204465,7135,"D",0,0,0,4729,"D",0,0,0,1065,,8618,126883,516128,641,,12398,236303,800864,404,,11116,209199,809614,165,"D",0,0,0,96,"D",0,0,0,28,"D",0,0,0,5,"D",0,0,0,2
"98","211112",,11486,514002,1202010,494,"D",0,0,0,177,,555,9067,33261,82,,1564,25547,94647,110,,2817,47221,171548,89,"D",0,0,0,29,"D",0,0,0,4,"D",0,0,0,2,,0,0,0,0,"D",0,0,0,1
"98","212///",,194174,2256744,9122022,7205,"D",0,0,0,2538,"D",0,0,0,1214,,19902,172945,803654,1427,,38045,371815,1578552,1267,,27022,299318,1204522,395,,38259,470049,1795507,242,,30234,425865,1653312,86,,18518,270317,1040291,30,,9465,141449,495394,6
"98","2121//",,74915,1007259,3812771,1194,"D",0,0,0,274,"D",0,0,0,123,,2570,26075,101666,184,"D",0,0,0,276,,9482,119763,453013,135,,20182,264502,977674,123,,20559,302075,1136790,59,,12069,183389,708801,20,,0,0,0,0
"98","21211/",,74915,1007259,3812771,1194,"D",0,0,0,274,"D",0,0,0,123,,2570,26075,101666,184,"D",0,0,0,276,,9482,119763,453013,135,,20182,264502,977674,123,,20559,302075,1136790,59,,12069,183389,708801,20,,0,0,0,0
"98","212111",,32924,445797,1720242,630,,276,2817,16891,149,,489,4619,17398,72,,1173,11527,44376,85,,4801,53689,205435,151,,6308,81729,304897,90,,8495,115503,443496,53,,8323,125290,481540,25,,3059,50623,206209,5,,0,0,0,0
"98","212112",,41209,553835,2064659,499,"D",0,0,0,99,"D",0,0,0,35,,1208,12830,50974,85,,3759,42383,153685,119,"D",0,0,0,43,"D",0,0,0,69,,12236,176785,655250,34,,9010,132766,502592,15,,0,0,0,0
"98","212113",,782,7627,27870,65,"D",0,0,0,26,"D",0,0,0,16,,189,1718,6316,14,"D",0,0,0,6,"D",0,0,0,2,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","2122//",,25692,368865,1373375,351,"D",0,0,0,181,"D",0,0,0,45,,504,6389,42124,36,"D",0,0,0,19,,1404,25090,73689,19,,3641,51295,171591,22,,6750,87163,364862,18,"D",0,0,0,6,"D",0,0,0,5
"98","21221/",,5403,75141,287281,40,"D",0,0,0,13,"D",0,0,0,8,"D",0,0,0,5,"D",0,0,0,4,"D",0,0,0,1,"D",0,0,0,1,,1949,26903,121674,5,"D",0,0,0,2,"D",0,0,0,1
"98","212210",,5403,75141,287281,40,"D",0,0,0,13,"D",0,0,0,8,"D",0,0,0,5,"D",0,0,0,4,"D",0,0,0,1,"D",0,0,0,1,,1949,26903,121674,5,"D",0,0,0,2,"D",0,0,0,1
"98","21222/",,9026,155667,544926,187,"D",0,0,0,115,"D",0,0,0,23,,223,3580,29583,16,"D",0,0,0,7,,541,13336,34010,7,,1768,32027,97749,10,,1738,23849,96581,5,"D",0,0,0,2,"D",0,0,0,2
"98","212221","I",0,0,0,176,"D",0,0,0,108,"D",0,0,0,23,"D",0,0,0,15,"D",0,0,0,6,,541,13336,34010,7,"D",0,0,0,8,,1738,23849,96581,5,"D",0,0,0,2,"D",0,0,0,2
"98","212222","E",0,0,0,11,"D",0,0,0,7,,0,0,0,0,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","21223/",,7824,92588,360224,56,"D",0,0,0,18,"D",0,0,0,6,,99,1486,6046,7,"D",0,0,0,3,"D",0,0,0,5,"D",0,0,0,7,"D",0,0,0,7,"D",0,0,0,2,"D",0,0,0,1
"98","212231",,1831,19818,83314,24,"D",0,0,0,7,"D",0,0,0,1,"D",0,0,0,3,"D",0,0,0,2,"D",0,0,0,4,"D",0,0,0,5,"D",0,0,0,2,,0,0,0,0,,0,0,0,0
"98","212234",,5993,72770,276910,32,"D",0,0,0,11,"D",0,0,0,5,"D",0,0,0,4,"D",0,0,0,1,"D",0,0,0,1,"D",0,0,0,2,"D",0,0,0,5,"D",0,0,0,2,"D",0,0,0,1
"98","21229/",,3439,45469,180944,68,"D",0,0,0,35,"D",0,0,0,8,"D",0,0,0,8,"D",0,0,0,5,"D",0,0,0,6,,678,6963,30221,4,"D",0,0,0,1,,0,0,0,0,"D",0,0,0,1
"98","212291","E",0,0,0,25,"D",0,0,0,11,"D",0,0,0,2,,52,401,2357,4,"D",0,0,0,5,"D",0,0,0,2,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","212299","H",0,0,0,43,"D",0,0,0,24,"D",0,0,0,6,"D",0,0,0,4,,0,0,0,0,"D",0,0,0,4,"D",0,0,0,3,"D",0,0,0,1,,0,0,0,0,"D",0,0,0,1
"98","2123//",,93567,880620,3935876,5660,,3708,28725,177402,2083,"D",0,0,0,1046,,16828,140481,659864,1207,"D",0,0,0,972,,16136,154465,677820,241,,14436,154252,646242,97,,2925,36627,151660,9,"D",0,0,0,4,"D",0,0,0,1
"98","21231/",,45099,409227,1853226,2514,,1323,11154,69489,752,"D",0,0,0,406,,8904,74141,347383,629,,15732,140977,631685,546,,8735,84107,370471,131,,6529,65745,286180,48,,0,0,0,0,"D",0,0,0,2,,0,0,0,0
"98","212311",,3711,23707,113713,390,,319,1835,13647,206,"D",0,0,0,71,,957,6505,31509,69,,995,7360,31934,33,,541,3238,13344,8,"D",0,0,0,3,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","212312",,26234,240592,1090137,1354,,649,6245,36930,349,"D",0,0,0,212,,5359,45154,208582,383,,8663,75886,349506,304,,4859,48794,209863,73,,4170,41289,185473,31,,0,0,0,0,"D",0,0,0,2,,0,0,0,0
"98","212313",,6774,68091,286719,273,,63,594,3873,35,"D",0,0,0,32,,915,7807,34191,60,,3560,35755,149049,122,,1188,11231,47654,18,"D",0,0,0,6,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","212319",,8380,76837,362657,497,,292,2480,15039,162,,631,5118,24902,91,,1673,14675,73101,117,,2514,21976,101196,87,,2147,20844,99610,32,,1123,11744,48809,8,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","21232/",,36381,335312,1528220,2819,"D",0,0,0,1197,,3989,30535,148337,594,,7280,61246,290183,531,,11610,106589,492160,379,,5804,55745,246247,87,,4010,43478,180526,27,"D",0,0,0,3,"D",0,0,0,1,,0,0,0,0
"98","212321",,26751,234506,1137034,2509,"D",0,0,0,1113,,3633,27599,136221,540,,6696,55893,267699,489,,9007,83187,397939,303,,3395,32048,150688,52,"D",0,0,0,11,"D",0,0,0,1,,0,0,0,0,,0,0,0,0
"98","212322",,2754,26821,107705,151,"D",0,0,0,48,,187,1449,6030,27,,308,2997,12300,23,,1405,13527,55226,43,,519,5127,21265,8,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","212324",,3203,40431,149622,37,"D",0,0,0,1,,28,412,1484,4,,44,272,1313,3,"D",0,0,0,7,,978,10611,43118,14,"D",0,0,0,6,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0
"98","212325",,3673,33554,133859,122,"D",0,0,0,35,,141,1075,4602,23,,232,2084,8871,16,"D",0,0,0,26,,912,7959,31176,13,"D",0,0,0,8,"D",0,0,0,1,,0,0,0,0,,0,0,0,0
"98","21239/",,12087,136081,554430,327,"D",0,0,0,134,"D",0,0,0,46,,644,5094,22298,47,"D",0,0,0,47,,1597,14613,61102,23,,3897,45029,179536,22,"D",0,0,0,6,"D",0,0,0,1,"D",0,0,0,1
"98","212391",,2990,42280,170257,28,"D",0,0,0,10,,0,0,0,0,,0,0,0,0,"D",0,0,0,6,,297,3645,13663,4,,659,9842,39876,4,"D",0,0,0,3,"D",0,0,0,1,,0,0,0,0
"98","212392",,2796,36016,147657,17,"D",0,0,0,4,"D",0,0,0,2,,0,0,0,0,"D",0,0,0,2,"D",0,0,0,1,"D",0,0,0,6,"D",0,0,0,1,,0,0,0,0,"D",0,0,0,1
"98","212393",,1860,20935,77455,45,"D",0,0,0,17,"D",0,0,0,8,"D",0,0,0,5,"D",0,0,0,5,"D",0,0,0,3,,1333,14828,55386,7,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","212399",,4441,36850,159061,237,"D",0,0,0,103,"D",0,0,0,36,"D",0,0,0,42,,997,8825,34978,34,,1020,8302,36382,15,"D",0,0,0,5,"D",0,0,0,2,,0,0,0,0,,0,0,0,0
"98","213///",,183321,2119087,8433197,9037,,8360,75934,354676,4945,,9371,82338,342452,1414,,16467,151398,620561,1208,,26994,257889,1066386,887,,21754,246002,956414,315,,26300,308681,1222816,174,,17371,225072,900578,48,,15108,193764,732249,24,,41596,578009,2237065,22
"98","2131//",,183321,2119087,8433197,9037,,8360,75934,354676,4945,,9371,82338,342452,1414,,16467,151398,620561,1208,,26994,257889,1066386,887,,21754,246002,956414,315,,26300,308681,1222816,174,,17371,225072,900578,48,,15108,193764,732249,24,,41596,578009,2237065,22
"98","21311/",,183321,2119087,8433197,9037,,8360,75934,354676,4945,,9371,82338,342452,1414,,16467,151398,620561,1208,,26994,257889,1066386,887,,21754,246002,956414,315,,26300,308681,1222816,174,,17371,225072,900578,48,,15108,193764,732249,24,,41596,578009,2237065,22
"98","213111",,56022,617531,2493365,1813,,1712,14113,61680,1038,,1384,10994,47968,213,,2870,27603,117402,208,,5691,59543,254970,183,,5194,61470,240708,72,,9076,116100,449797,58,,6621,67931,250334,18,,7983,107067,420879,13,,15491,152710,649627,10
"98","213112",,116943,1387772,5469011,6544,,6142,57355,270955,3584,,7135,63006,258171,1074,,12149,110393,450903,889,,19033,173478,717618,626,,15066,166601,637387,220,,15083,163375,658493,102,"D",0,0,0,27,"D",0,0,0,10,,26105,425299,1587438,12
"98","213113",,6218,69239,271174,346,"D",0,0,0,147,"D",0,0,0,63,,771,6640,24764,59,,1418,15831,56397,51,,838,7946,35312,13,"D",0,0,0,12,,0,0,0,0,"D",0,0,0,1,,0,0,0,0
"98","213114",,2035,27764,112979,183,"D",0,0,0,100,"D",0,0,0,38,,360,4252,16123,27,,305,4334,16654,9,,472,8503,35337,7,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0,,0,0,0,0
"98","213115",,2103,16781,86668,151,"D",0,0,0,76,"D",0,0,0,26,,317,2510,11369,25,,547,4703,20747,18,,184,1482,7670,3,"D",0,0,0,1,"D",0,0,0,2,,0,0,0,0,,0,0,0,0
"98","22----",,648254,12050372,41844745,18432,,15245,167446,882104,7714,,20190,238411,896664,3060,,33696,486830,1811635,2442,,79996,1244485,4599167,2553,,92143,1514284,5532612,1316,,135194,2482905,8713635,899,,91629,1771792,6124564,267,,87454,1969275,6602945,124,,92707,2174944,6681419,57
"98","221///",,648254,12050372,41844745,18432,,15245,167446,882104,7714,,20190,238411,896664,3060,,33696,486830,1811635,2442,,79996,1244485,4599167,2553,,92143,1514284,5532612,1316,,135194,2482905,8713635,899,,91629,1771792,6124564,267,,87454,1969275,6602945,124,,92707,2174944,6681419,57
"98","2211//",,515769,10103994,34828436,9493,,5272,97647,543099,2746,,8683,141111,507894,1278,,20069,337623,1229507,1425,,58743,957443,3517321,1869,,75065,1264927,4592967,1072,,109782,2060476,7261263,731,,70974,1369900,4827746,207,,78707,1778562,5963557,112,,88474,2096305,6385082,53
"98","22111/",,135521,2781600,9765666,2349,,1439,26214,172083,768,,2164,37000,133352,318,,4252,79779,289959,308,,12602,243824,865791,413,,16992,320383,1161759,241,,28274,567795,2006415,189,,20700,424875,1461311,62,,26531,595689,2046327,37,,22567,486041,1628669,13
"98","221111",,7597,133790,522492,428,"D",0,0,0,215,,463,6812,24869,70,,735,11806,45845,54,,1337,20778,77272,45,,1758,35910,125345,26,,2254,42983,160270,16,"D",0,0,0,2,,0,0,0,0,,0,0,0,0
"98","221112",,78790,1549016,5558361,1427,,691,14397,55003,381,,1219,21549,75151,178,,2524,48468,177572,185,,8766,174179,623964,284,,12909,241906,894309,182,,24249,483701,1729068,161,,15268,300842,1070890,46,,2782,48507,164919,5,,10382,215467,767485,5
"98","221113",,34904,847308,2769260,80,"D",0,0,0,9,,41,1444,3646,6,,82,2278,5841,6,,168,3259,11988,7,,346,8724,29664,5,,921,26011,68639,6,,2966,75615,234555,8,,19211,477223,1609157,26,"D",0,0,0,7
"98","221119",,14230,251486,915553,414,"D",0,0,0,163,,441,7195,29686,64,,911,17227,60701,63,,2331,45608,152567,77,,1979,33843,112441,28,,850,15100,48438,6,"D",0,0,0,6,,4538,69959,272251,6,"D",0,0,0,1
"98","22112/",,380248,7322394,25062770,7144,,3833,71433,371016,1978,,6519,104111,374542,960,,15817,257844,939548,1117,,46141,713619,2651530,1456,,58073,944544,3431208,831,,81508,1492681,5254848,542,,50274,945025,3366435,145,,52176,1182873,3917230,75,,65907,1610264,4756413,40
"98","221121",,18590,410553,1365272,217,"D",0,0,0,84,,161,2412,8142,24,,317,9578,26668,23,,666,11574,45212,21,,2201,28864,109617,33,,2202,43340,145200,13,,2874,61172,211143,8,,5243,137172,440763,7,"D",0,0,0,4
"98","221122",,361658,6911841,23697498,6927,"D",0,0,0,1894,,6358,101699,366400,936,,15500,248266,912880,1094,,45475,702045,2606318,1435,,55872,915680,3321591,798,,79306,1449341,5109648,529,,47400,883853,3155292,137,,46933,1045701,3476467,68,"D",0,0,0,36
"98","2212//",,86890,1541549,5342147,2897,"D",0,0,0,1107,,3521,50867,190940,511,,6605,89791,335552,482,,13642,210212,768398,430,,11904,188227,691703,170,,20446,353817,1183024,135,,16293,354280,1101542,47,"D",0,0,0,11,,4233,78639,296337,4
"98","22121/",,86890,1541549,5342147,2897,"D",0,0,0,1107,,3521,50867,190940,511,,6605,89791,335552,482,,13642,210212,768398,430,,11904,188227,691703,170,,20446,353817,1183024,135,,16293,354280,1101542,47,"D",0,0,0,11,,4233,78639,296337,4
"98","221210",,86890,1541549,5342147,2897,"D",0,0,0,1107,,3521,50867,190940,511,,6605,89791,335552,482,,13642,210212,768398,430,,11904,188227,691703,170,,20446,353817,1183024,135,,16293,354280,1101542,47,"D",0,0,0,11,,4233,78639,296337,4
"98","2213//",,45595,404829,1674162,6042,"D",0,0,0,3861,,7986,46433,197830,1271,,7022,59416,246576,535,,7611,76830,313448,254,,5174,61130,247942,74,,4966,68612,269348,33,,4362,47612,195276,13,"D",0,0,0,1,,0,0,0,0
"98","22131/",,37041,330544,1356633,5114,"D",0,0,0,3308,,6908,40035,168896,1099,,5513,46853,192920,422,,5645,56165,228022,189,,4017,48883,196658,57,,4228,61191,239040,28,"D",0,0,0,10,"D",0,0,0,1,,0,0,0,0
"98","221310",,37041,330544,1356633,5114,"D",0,0,0,3308,,6908,40035,168896,1099,,5513,46853,192920,422,,5645,56165,228022,189,,4017,48883,196658,57,,4228,61191,239040,28,"D",0,0,0,10,"D",0,0,0,1,,0,0,0,0
"98","22132/",,7022,52953,233413,831,"D",0,0,0,519,,1009,5661,26100,162,"D",0,0,0,88,,1250,10653,47090,42,,916,7767,33507,13,"D",0,0,0,4,"D",0,0,0,3,,0,0,0,0,,0,0,0,0
"98","221320",,7022,52953,233413,831,"D",0,0,0,519,,1009,5661,26100,162,"D",0,0,0,88,,1250,10653,47090,42,,916,7767,33507,13,"D",0,0,0,4,"D",0,0,0,3,,0,0,0,0,,0,0,0,0
"98","22133/",,1532,21332,84116,97,"D",0,0,0,34,,69,737,2834,10,"D",0,0,0,25,,716,10012,38336,23,,241,4480,17777,4,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","221330",,1532,21332,84116,97,"D",0,0,0,34,,69,737,2834,10,"D",0,0,0,25,,716,10012,38336,23,,241,4480,17777,4,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","23----",,6307370,55646098,247302462,710325,,718379,4278126,24928504,456597,,783657,5326491,23955446,119620,,954596,7447594,33367387,71197,,1289991,11665249,51850529,43195,,846708,8493639,36728919,12444,,832608,8898926,37380277,5623,,396230,4393123,18205268,1182,,227598,2440174,9925936,339,,257603,2702776,10960196,128
"98","233///",,1585717,15235782,65730491,226394,,243881,1588031,8636618,157773,,230169,1697696,7420441,35453,,249589,2113291,9137654,18783,,299377,2964822,12697990,10138,,183275,2136783,8884412,2700,,175370,2202511,8879849,1190,,84957,1133910,4526273,255,,42702,507849,2070037,64,,76397,890889,3477217,38
"98","2331//",,90669,965462,4100107,14044,,14836,129942,713535,10282,"D",0,0,0,1933,,13468,133498,588584,1018,,16621,186535,772616,570,,9604,101590,418056,143,,11242,141661,525886,73,,5685,81216,296620,16,"D",0,0,0,8,"D",0,0,0,1
"98","23311/",,90669,965462,4100107,14044,,14836,129942,713535,10282,"D",0,0,0,1933,,13468,133498,588584,1018,,16621,186535,772616,570,,9604,101590,418056,143,,11242,141661,525886,73,,5685,81216,296620,16,"D",0,0,0,8,"D",0,0,0,1
"98","233110",,90669,965462,4100107,14044,,14836,129942,713535,10282,"D",0,0,0,1933,,13468,133498,588584,1018,,16621,186535,772616,570,,9604,101590,418056,143,,11242,141661,525886,73,,5685,81216,296620,16,"D",0,0,0,8,"D",0,0,0,1
"98","2332//",,770851,6389616,28410104,170720,,198339,1201165,6494099,129765,"D",0,0,0,25128,,135619,1040372,4485443,10376,,117521,1074605,4688646,4087,,63400,783733,3196743,925,,50440,675943,2633464,347,,24097,338382,1394206,74,"D",0,0,0,9,"D",0,0,0,9
"98","23321/",,696886,5707474,25396809,161677,,189357,1136262,6132612,123980,,151371,1019222,4418942,23634,,122555,936133,4036692,9396,,100238,908591,3981460,3511,,54155,690453,2801997,789,,42833,593153,2295074,295,,18220,263933,1044297,56,"D",0,0,0,8,"D",0,0,0,8
