"uscode","naics","empflag","emp","qp1","ap","est","f1_4","e1_4","q1_4","a1_4","n1_4","f5_9","e5_9","q5_9","a5_9","n5_9","f10_19","e10_19","q10_19","a10_19","n10_19","f20_49","e20_49","q20_49","a20_49","n20_49","f50_99","e50_99","q50_99","a50_99","n50_99","f100_249","e100_249","q100_249","a100_249","n100_249","f250_499","e250_499","q250_499","a250_499","n250_499","f500_999","e500_999","q500_999","a500_999","n500_999","f1000","e1000","q1000","a1000","n1000"
"98","311821",,35681,308104,1242975,356,"D",0,0,0,108,"D",0,0,0,35,,641,3166,14309,46,,1551,8840,39062,51,,2429,18304,73088,32,,6280,56168,210184,37,,10289,88226,366480,27,"D",0,0,0,18,"D",0,0,0,2
"98","311822",,15621,137572,586474,225,"D",0,0,0,50,"D",0,0,0,22,,351,3151,12020,26,,1849,14086,60543,54,,1879,15291,64296,26,,5278,46286,196554,32,,3618,33259,142963,11,"D",0,0,0,4,,0,0,0,0
"98","311823",,4918,37327,155071,236,"D",0,0,0,89,"D",0,0,0,60,,588,3176,12642,42,,708,4770,20398,25,,726,6215,25447,10,,693,6648,26009,5,,1630,14009,59534,5,,0,0,0,0,,0,0,0,0
"98","31183/",,12061,72896,296011,297,"D",0,0,0,106,"D",0,0,0,36,,609,2489,10628,46,,1502,7532,31873,46,,2227,12006,49960,31,,2947,20052,71846,20,,3301,22616,97164,10,"D",0,0,0,2,,0,0,0,0
"98","311830",,12061,72896,296011,297,"D",0,0,0,106,"D",0,0,0,36,,609,2489,10628,46,,1502,7532,31873,46,,2227,12006,49960,31,,2947,20052,71846,20,,3301,22616,97164,10,"D",0,0,0,2,,0,0,0,0
"98","3119//",,149868,1216646,5083265,2857,,1300,11088,85316,816,,2708,16859,70723,398,,6001,40816,178961,422,,17293,131302,572642,543,,21099,174077,729481,299,,37912,328116,1334370,241,,34221,290356,1191850,102,,19568,140991,596366,29,,9766,83041,323556,7
"98","31191/",,45630,313768,1386853,480,,169,1053,8639,112,"D",0,0,0,52,,773,4282,16819,54,,3152,19257,83178,100,,3894,28798,122661,56,,8022,58353,246337,51,,12217,85596,385560,35,,11064,69546,314011,15,"D",0,0,0,5
"98","311911",,10183,77794,328370,141,,52,323,4770,37,"D",0,0,0,11,,189,1296,4648,13,,968,5961,26944,31,,1300,9026,39135,19,,2905,21689,89473,20,,2233,20137,79509,7,"D",0,0,0,2,"D",0,0,0,1
"98","311919",,35447,235974,1058483,339,,117,730,3869,75,"D",0,0,0,41,,584,2986,12171,41,,2184,13296,56234,69,,2594,19772,83526,37,,5117,36664,156864,31,,9984,65459,306051,28,"D",0,0,0,13,"D",0,0,0,4
"98","31192/",,11423,118142,467170,297,,162,864,11944,110,"D",0,0,0,51,,501,3371,13702,37,,1304,11665,49241,43,,1541,15356,59931,21,,3365,32021,126851,24,,3107,40660,143547,9,"D",0,0,0,2,,0,0,0,0
"98","311920",,11423,118142,467170,297,,162,864,11944,110,"D",0,0,0,51,,501,3371,13702,37,,1304,11665,49241,43,,1541,15356,59931,21,,3365,32021,126851,24,,3107,40660,143547,9,"D",0,0,0,2,,0,0,0,0
"98","31193/",,5625,60902,253610,159,,88,929,5244,41,,199,1591,6751,28,,372,4082,18712,27,,772,7582,33459,26,,1285,16219,66621,21,,1900,21476,82371,13,,1009,9023,40452,3,,0,0,0,0,,0,0,0,0
"98","311930",,5625,60902,253610,159,,88,929,5244,41,,199,1591,6751,28,,372,4082,18712,27,,772,7582,33459,26,,1285,16219,66621,21,,1900,21476,82371,13,,1009,9023,40452,3,,0,0,0,0,,0,0,0,0
"98","31194/",,27331,274487,1120669,590,,271,1725,12785,177,,594,4560,17992,89,,1258,11354,52611,88,,3334,30474,129496,100,,4573,46958,195138,62,,9074,93777,379945,56,,5067,50115,202163,14,"D",0,0,0,3,"D",0,0,0,1
"98","311941",,13886,129061,520334,306,"D",0,0,0,94,,373,2389,10245,54,,712,6030,25614,49,,1538,11943,49158,45,,2013,18003,72052,27,,4461,41648,172906,27,,3337,31247,126701,9,,0,0,0,0,"D",0,0,0,1
"98","311942",,13445,145426,600335,284,"D",0,0,0,83,,221,2171,7747,35,,546,5324,26997,39,,1796,18531,80338,55,,2560,28955,123086,35,,4613,52129,207039,29,,1730,18868,75462,5,"D",0,0,0,3,,0,0,0,0
"98","31199/",,59859,449347,1854963,1331,,610,6517,46704,376,"D",0,0,0,178,,3097,17727,77117,216,,8731,62324,277268,274,,9806,66746,285130,139,,15551,122489,498866,97,,12821,104962,420128,41,,5555,40877,156795,9,"D",0,0,0,1
"98","311991",,23967,155328,653178,544,,260,4167,30070,162,"D",0,0,0,81,,1379,6370,25957,94,,3470,18938,89866,106,,3069,18486,94207,43,,6211,39031,166884,39,,4787,32343,127132,15,,1790,12393,43436,3,"D",0,0,0,1
"98","311999",,35892,294019,1201785,787,,350,2350,16634,214,,687,4105,17329,97,,1718,11357,51160,122,,5261,43386,187402,168,,6737,48260,190923,96,,9340,83458,331982,58,,8034,72619,292996,26,,3765,28484,113359,6,,0,0,0,0
"98","312///",,163395,1731549,7154139,3232,"D",0,0,0,1289,"D",0,0,0,438,,5912,38377,172811,430,,14322,105904,456321,453,,17428,151566,623620,248,,37042,355630,1485344,233,,32155,299827,1306546,94,,23697,293773,1196844,34,,27849,457243,1759609,13
"98","3121//",,139364,1378744,5774423,3099,"D",0,0,0,1238,"D",0,0,0,429,,5762,36999,167230,418,"D",0,0,0,438,,16410,144482,594293,234,,34679,327576,1375872,219,"D",0,0,0,85,,21696,270598,1108401,31,,13138,202052,770534,7
"98","31211/",,75740,642347,2817865,1324,"D",0,0,0,431,"D",0,0,0,167,,2477,15979,75046,179,,5574,42123,191018,178,,9280,78899,343163,129,,25634,226856,977338,160,,22673,195377,864694,68,,7154,64424,275705,11,"D",0,0,0,1
"98","312111",,63889,560125,2441660,551,,145,945,3895,73,"D",0,0,0,28,,792,5687,23647,54,,2477,21564,93453,76,,7383,64663,274388,101,,22872,207447,901493,142,"D",0,0,0,65,,7154,64424,275705,11,"D",0,0,0,1
"98","312112",,6435,50669,217278,285,"D",0,0,0,130,"D",0,0,0,37,,571,4011,18119,42,,1391,10673,45928,43,,1264,9691,48705,18,,1861,13700,52132,12,"D",0,0,0,3,,0,0,0,0,,0,0,0,0
"98","312113",,5416,31553,158927,488,,380,1836,11581,228,,682,3296,18646,102,,1114,6281,33280,83,,1706,9886,51637,59,,633,4545,20070,10,,901,5709,23713,6,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","31212/",,30761,398660,1585176,446,,259,1486,10051,193,"D",0,0,0,56,"D",0,0,0,53,,2187,13539,54519,68,,2752,23247,85955,40,,1521,14140,62631,10,,1831,21530,90532,5,,12685,177815,729723,17,,8430,140610,526604,4
"98","312120",,30761,398660,1585176,446,,259,1486,10051,193,"D",0,0,0,56,"D",0,0,0,53,,2187,13539,54519,68,,2752,23247,85955,40,,1521,14140,62631,10,,1831,21530,90532,5,,12685,177815,729723,17,,8430,140610,526604,4
"98","31213/",,26832,265748,1087093,1239,,962,5691,33330,583,"D",0,0,0,201,,2436,15760,71472,176,,5616,41773,174341,179,,3906,37052,143872,58,,4304,45030,185660,30,,2787,30821,130324,7,,1857,28359,102973,3,"D",0,0,0,2
"98","312130",,26832,265748,1087093,1239,,962,5691,33330,583,"D",0,0,0,201,,2436,15760,71472,176,,5616,41773,174341,179,,3906,37052,143872,58,,4304,45030,185660,30,,2787,30821,130324,7,,1857,28359,102973,3,"D",0,0,0,2
"98","31214/",,6031,71989,284289,90,"D",0,0,0,31,"D",0,0,0,5,"D",0,0,0,10,"D",0,0,0,13,,472,5284,21303,7,,3220,41550,150243,19,"D",0,0,0,5,,0,0,0,0,,0,0,0,0
"98","312140",,6031,71989,284289,90,"D",0,0,0,31,"D",0,0,0,5,"D",0,0,0,10,"D",0,0,0,13,,472,5284,21303,7,,3220,41550,150243,19,"D",0,0,0,5,,0,0,0,0,,0,0,0,0
"98","3122//",,24031,352805,1379716,133,"D",0,0,0,51,"D",0,0,0,9,,150,1378,5581,12,"D",0,0,0,15,,1018,7084,29327,14,,2363,28054,109472,14,"D",0,0,0,9,,2001,23175,88443,3,,14711,255191,989075,6
"98","31221/",,2264,15545,69658,20,"D",0,0,0,5,,0,0,0,0,"D",0,0,0,1,"D",0,0,0,1,,582,3796,16890,8,"D",0,0,0,3,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0
"98","312210",,2264,15545,69658,20,"D",0,0,0,5,,0,0,0,0,"D",0,0,0,1,"D",0,0,0,1,,582,3796,16890,8,"D",0,0,0,3,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0
"98","31222/",,21767,337260,1310058,113,"D",0,0,0,46,"D",0,0,0,9,"D",0,0,0,11,"D",0,0,0,14,,436,3288,12437,6,"D",0,0,0,11,"D",0,0,0,8,"D",0,0,0,2,,14711,255191,989075,6
"98","312221",,15099,264298,1032686,23,"D",0,0,0,8,"D",0,0,0,1,"D",0,0,0,3,,0,0,0,0,"D",0,0,0,2,"D",0,0,0,3,,0,0,0,0,"D",0,0,0,1,"D",0,0,0,5
"98","312229",,6668,72962,277372,90,"D",0,0,0,38,"D",0,0,0,8,"D",0,0,0,8,"D",0,0,0,14,"D",0,0,0,4,,1228,14237,56890,8,"D",0,0,0,8,"D",0,0,0,1,"D",0,0,0,1
"98","313///",,261655,1876220,7608197,4045,"D",0,0,0,1312,,3996,26691,111513,595,,6876,52380,229253,496,,16679,124978,518423,527,,28190,215634,852098,396,,71504,519166,2060596,444,,67905,467946,1893950,195,,44022,309963,1275428,69,"D",0,0,0,11
"98","3131//",,60243,383207,1589374,569,"D",0,0,0,140,"D",0,0,0,48,,687,4104,19695,48,,1827,10789,44559,55,,5683,36222,150281,79,,18456,116494,473810,118,,20949,135907,559887,62,,12098,76454,325265,19,,0,0,0,0
"98","31311/",,60243,383207,1589374,569,"D",0,0,0,140,"D",0,0,0,48,,687,4104,19695,48,,1827,10789,44559,55,,5683,36222,150281,79,,18456,116494,473810,118,,20949,135907,559887,62,,12098,76454,325265,19,,0,0,0,0
"98","313111",,36918,233917,952523,342,,112,764,4216,66,,183,1168,4433,27,,365,1718,9010,25,,1026,6003,25409,30,,4238,26767,105701,58,,13296,82693,336998,88,,13585,88537,357049,41,,4113,26267,109707,7,,0,0,0,0
"98","313112",,20713,134834,573741,131,"D",0,0,0,22,"D",0,0,0,10,,230,1926,8839,16,,408,2643,10036,13,,897,6940,33264,12,"D",0,0,0,27,"D",0,0,0,20,"D",0,0,0,11,,0,0,0,0
"98","313113",,2612,14456,63110,96,,80,303,2590,52,"D",0,0,0,11,,92,460,1846,7,,393,2143,9114,12,,548,2515,11316,9,"D",0,0,0,3,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0
"98","3132//",,139857,1017814,4109372,1791,"D",0,0,0,527,"D",0,0,0,241,,3299,23244,101777,235,,8116,58798,245338,255,,12962,94639,371513,178,,34646,266556,1055063,209,,34818,242601,977272,97,,24316,178975,729459,39,,19139,136379,529181,10
"98","31321/",,87391,612167,2444690,792,,442,2578,18082,243,,760,4725,19471,113,,1160,7706,34696,84,,2684,19689,79171,85,,4379,32983,121208,60,,18273,142865,562907,107,,23928,157500,633506,64,,16626,107742,446468,26,,19139,136379,529181,10
"98","313210",,87391,612167,2444690,792,,442,2578,18082,243,,760,4725,19471,113,,1160,7706,34696,84,,2684,19689,79171,85,,4379,32983,121208,60,,18273,142865,562907,107,,23928,157500,633506,64,,16626,107742,446468,26,,19139,136379,529181,10
"98","31322/",,14746,98096,410745,401,,279,1596,21221,160,"D",0,0,0,61,,739,4880,19888,52,,1525,10030,42005,49,,2801,17887,73445,38,,4992,32472,129093,31,,1712,10938,45919,6,"D",0,0,0,4,,0,0,0,0
"98","313221",,12742,86116,357874,251,,141,996,15945,78,"D",0,0,0,28,,538,3187,13275,37,,1166,7799,32830,39,,2324,14852,60859,32,,4379,29381,115465,27,,1712,10938,45919,6,"D",0,0,0,4,,0,0,0,0
"98","313222",,2004,11980,52871,150,,138,600,5276,82,,216,1330,5593,33,,201,1693,6613,15,,359,2231,9175,10,,477,3035,12586,6,,613,3091,13628,4,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","31323/",,17934,169935,689565,234,,71,802,5348,44,,141,1146,4411,22,,481,3992,16855,35,,1636,13995,58370,50,,2482,20572,85051,34,,4880,45030,178779,30,,4015,38326,156583,12,,4228,46072,184168,7,,0,0,0,0
"98","313230",,17934,169935,689565,234,,71,802,5348,44,,141,1146,4411,22,,481,3992,16855,35,,1636,13995,58370,50,,2482,20572,85051,34,,4880,45030,178779,30,,4015,38326,156583,12,,4228,46072,184168,7,,0,0,0,0
"98","31324/",,19786,137616,564372,364,"D",0,0,0,80,"D",0,0,0,45,,919,6666,30338,64,,2271,15084,65792,71,,3300,23197,91809,46,,6501,46189,184284,41,,5163,35837,141264,15,"D",0,0,0,2,,0,0,0,0
"98","313241",,10163,66127,280167,191,,64,571,7120,41,,187,1267,5371,27,,457,3009,12572,32,,1188,6803,28339,37,,1641,10196,40865,23,,3155,21655,91171,21,,3471,22626,94729,10,,0,0,0,0,,0,0,0,0
"98","313249",,9623,71489,284205,173,"D",0,0,0,39,"D",0,0,0,18,,462,3657,17766,32,,1083,8281,37453,34,,1659,13001,50944,23,,3346,24534,93113,20,,1692,13211,46535,5,"D",0,0,0,2,,0,0,0,0
"98","3133//",,61555,475199,1909451,1685,"D",0,0,0,645,,2047,14203,59918,306,,2890,25032,107781,213,,6736,55391,228526,217,,9545,84773,330304,139,,18402,136116,531723,117,,12138,89438,356791,36,,7608,54534,220704,11,"D",0,0,0,1
"98","31331/",,53002,395409,1578168,1467,"D",0,0,0,595,"D",0,0,0,262,,2545,22566,97195,188,,5263,42491,175133,172,,7519,65673,255804,109,,15312,108250,412425,97,"D",0,0,0,32,,7608,54534,220704,11,"D",0,0,0,1
"98","313311",,32701,255479,1020221,1066,,832,6018,30084,440,,1421,9736,41264,213,,2066,19628,84408,151,,3538,31025,124609,118,,4204,41034,152577,61,,9077,62797,245504,57,"D",0,0,0,19,,4233,32399,130732,6,"D",0,0,0,1
"98","313312",,20301,139930,557947,401,"D",0,0,0,155,"D",0,0,0,49,,479,2938,12787,37,,1725,11466,50524,54,,3315,24639,103227,48,,6235,45453,166921,40,,4584,29424,113200,13,,3375,22135,89972,5,,0,0,0,0
"98","31332/",,8553,79790,331283,218,"D",0,0,0,50,"D",0,0,0,44,,345,2466,10586,25,,1473,12900,53393,45,,2026,19100,74500,30,,3090,27866,119298,20,"D",0,0,0,4,,0,0,0,0,,0,0,0,0
"98","313320",,8553,79790,331283,218,"D",0,0,0,50,"D",0,0,0,44,,345,2466,10586,25,,1473,12900,53393,45,,2026,19100,74500,30,,3090,27866,119298,20,"D",0,0,0,4,,0,0,0,0,,0,0,0,0
"98","314///",,190209,1202463,5112849,7332,,6324,29062,277226,3488,,8282,43531,185735,1231,,13899,80337,348030,1011,,25972,158002,666711,843,,24617,159588,664108,351,,38791,234002,966117,259,,34173,233514,924817,99,,29650,210269,846723,44,,8501,54158,233382,6
"98","3141//",,105148,670447,2856705,2859,,2635,11527,180038,1426,,3047,16150,67012,454,,4410,25959,112926,323,,8278,47198,196336,269,,10375,67313,278440,146,,19973,117730,470541,133,,23944,161100,628241,67,,23985,169312,689789,35,,8501,54158,233382,6
"98","31411/",,44438,322535,1409503,422,,257,1556,115303,139,"D",0,0,0,58,,741,5439,22719,52,,1434,8899,37866,48,,2014,14846,59489,29,,4885,34993,136731,32,,14523,106041,410126,39,,14068,109018,448601,21,"D",0,0,0,4
"98","314110",,44438,322535,1409503,422,,257,1556,115303,139,"D",0,0,0,58,,741,5439,22719,52,,1434,8899,37866,48,,2014,14846,59489,29,,4885,34993,136731,32,,14523,106041,410126,39,,14068,109018,448601,21,"D",0,0,0,4
"98","31412/",,60710,347912,1447202,2437,,2378,9971,64735,1287,"D",0,0,0,396,,3669,20520,90207,271,,6844,38299,158470,221,,8361,52467,218951,117,,15088,82737,333810,101,,9421,55059,218115,28,,9917,60294,241188,14,"D",0,0,0,2
"98","314121",,20281,114047,485544,1712,,1986,8231,53056,1042,,2096,10778,44184,316,,2527,14831,63496,189,,2861,14817,61157,97,,2148,12595,50277,32,,3675,18712,73948,27,,2204,12803,54142,6,"D",0,0,0,2,"D",0,0,0,1
"98","314129",,40429,233865,961658,725,,392,1740,11679,245,"D",0,0,0,80,,1142,5689,26711,82,,3983,23482,97313,124,,6213,39872,168674,85,,11413,64025,259862,74,,7217,42256,163973,22,"D",0,0,0,12,"D",0,0,0,1
"98","3149//",,85061,532016,2256144,4473,,3689,17535,97188,2062,,5235,27381,118723,777,,9489,54378,235104,688,,17694,110804,470375,574,,14242,92275,385668,205,,18818,116272,495576,126,,10229,72414,296576,32,,5665,40957,156934,9,,0,0,0,0
"98","31491/",,26637,158460,718064,1962,,1775,8315,48037,938,,2602,13304,60443,389,,4165,25005,108021,309,,6608,43020,189908,218,,5263,31912,140993,73,,4513,26630,125383,30,,1711,10274,45279,5,,0,0,0,0,,0,0,0,0
"98","314911",,8716,48303,205476,335,"D",0,0,0,102,,399,2123,8930,58,,797,4248,18307,58,,2025,11850,47404,65,,2728,14593,63099,38,,1598,8821,37844,11,"D",0,0,0,3,,0,0,0,0,,0,0,0,0
"98","314912",,17921,110157,512588,1627,"D",0,0,0,836,,2203,11181,51513,331,,3368,20757,89714,251,,4583,31170,142504,153,,2535,17319,77894,35,,2915,17809,87539,19,"D",0,0,0,2,,0,0,0,0,,0,0,0,0
"98","31499/",,58424,373556,1538080,2511,,1914,9220,49151,1124,,2633,14077,58280,388,,5324,29373,127083,379,,11086,67784,280467,356,,8979,60363,244675,132,,14305,89642,370193,96,,8518,62140,251297,27,,5665,40957,156934,9,,0,0,0,0
"98","314991",,5613,39198,162741,179,"D",0,0,0,51,"D",0,0,0,28,"D",0,0,0,32,"D",0,0,0,36,"D",0,0,0,17,,2007,13932,58062,14,,0,0,0,0,"D",0,0,0,1,,0,0,0,0
"98","314992",,4486,36369,146890,30,"D",0,0,0,7,"D",0,0,0,3,"D",0,0,0,2,"D",0,0,0,2,"D",0,0,0,2,,942,7209,30898,5,,2126,17945,71129,7,"D",0,0,0,2,,0,0,0,0
"98","314999",,48325,297989,1228449,2302,,1815,8488,45661,1066,,2435,12931,53382,357,,4841,26510,114109,345,,9918,59327,245934,318,,7644,52022,209714,113,,11356,68501,281233,77,,6392,44195,180168,20,,3924,26015,98248,6,,0,0,0,0
"98","315///",,350439,1971586,8151625,13359,,8101,44182,333964,5499,,14763,72796,305913,2169,,28727,138333,579644,2080,,63723,317214,1283158,2077,,55831,301199,1238298,804,,78079,467995,1859508,511,,52847,300328,1249370,152,,38939,276318,1088010,59,,9429,53221,213760,8
"98","3151//",,55896,317714,1316761,879,"D",0,0,0,228,,702,4594,19701,99,,1862,9686,41521,132,,5605,30478,123224,182,,6739,37570,153086,98,,12176,67668,275566,78,,13330,73076,301143,40,,12858,77306,326283,20,"D",0,0,0,2
"98","31511/",,35120,191042,798030,442,"D",0,0,0,91,,256,1386,6378,37,,903,3893,17557,64,,3063,15012,63167,100,,3518,17886,71429,52,,8630,48100,195194,55,,10199,55473,231286,30,,7381,41038,176272,12,"D",0,0,0,1
"98","315111",,9770,49544,203881,99,"D",0,0,0,22,"D",0,0,0,9,,219,1033,4533,15,,518,2370,9059,17,,439,2359,8979,7,,2400,12107,49167,15,,3098,15979,64917,9,,2996,15149,64620,5,,0,0,0,0
"98","315119",,25350,141498,594149,343,"D",0,0,0,69,"D",0,0,0,28,,684,2860,13024,49,,2545,12642,54108,83,,3079,15527,62450,45,,6230,35993,146027,40,,7101,39494,166369,21,,4385,25889,111652,7,"D",0,0,0,1
"98","31519/",,20776,126672,518731,437,"D",0,0,0,137,,446,3208,13323,62,,959,5793,23964,68,,2542,15466,60057,82,,3221,19684,81657,46,,3546,19568,80372,23,,3131,17603,69857,10,,5477,36268,150011,8,"D",0,0,0,1
"98","315191",,17313,104421,426565,400,"D",0,0,0,124,"D",0,0,0,59,"D",0,0,0,65,,2295,13210,50408,74,"D",0,0,0,44,"D",0,0,0,20,"D",0,0,0,8,"D",0,0,0,5,"D",0,0,0,1
"98","315192",,3463,22251,92166,37,"D",0,0,0,13,"D",0,0,0,3,"D",0,0,0,3,,247,2256,9649,8,"D",0,0,0,2,"D",0,0,0,3,"D",0,0,0,2,"D",0,0,0,3,,0,0,0,0
"98","3152//",,260416,1444414,5987318,11039,,6519,35346,280846,4599,,12584,58863,248097,1849,,24402,114794,481773,1773,,51301,248750,1003439,1681,,43142,230903,948421,621,,57495,341216,1366637,376,,35825,207126,867802,101,,22973,177487,667241,34,,6175,29929,123062,5
"98","31521/",,102646,387876,1652459,7251,,4790,21098,164635,3314,,9397,35483,151439,1385,,15948,53706,222088,1161,,29864,106624,435041,982,,18870,72950,282713,279,,16050,65419,261966,109,"D",0,0,0,18,"D",0,0,0,3,,0,0,0,0
"98","315211",,20849,83501,351202,902,,570,3426,23282,366,,1034,4811,21134,155,,1714,6994,28901,128,,4789,20221,84113,150,,3812,16087,66172,56,,5754,18718,79123,39,"D",0,0,0,6,"D",0,0,0,2,,0,0,0,0
"98","315212",,81797,304375,1301257,6349,,4220,17672,141353,2948,,8363,30672,130305,1230,,14234,46712,193187,1033,,25075,86403,350928,832,,15058,56863,216541,223,,10296,46701,182843,70,"D",0,0,0,12,"D",0,0,0,1,,0,0,0,0
"98","31522/",,70789,399181,1612269,944,,355,3675,21694,256,,621,4599,18257,90,,1613,12869,50933,119,,5037,30810,121307,159,,9600,50810,203853,132,,18936,98506,377870,122,,15546,85332,340696,43,,12906,82651,354597,18,,6175,29929,123062,5
"98","315221",,2455,16805,70011,35,"D",0,0,0,4,"D",0,0,0,4,,71,449,1507,5,,407,1961,7688,12,,433,3153,11650,6,"D",0,0,0,2,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0
"98","315222",,11347,67248,272127,180,"D",0,0,0,70,"D",0,0,0,16,,200,1743,6392,16,,760,4930,18395,25,,1441,7819,33846,20,,3068,16993,63238,20,,3595,20997,90889,10,"D",0,0,0,3,,0,0,0,0
"98","315223",,12635,82460,315422,212,"D",0,0,0,62,,135,959,3441,20,,398,4416,17597,29,,1026,6875,27441,34,,2436,14591,55279,34,,3850,20458,78568,25,,1675,10332,36676,4,"D",0,0,0,3,"D",0,0,0,1
"98","315224",,21003,115295,485102,135,"D",0,0,0,25,"D",0,0,0,9,,216,1980,7569,16,,593,5477,22692,19,,1460,7053,28165,20,"D",0,0,0,22,,4212,23260,89323,11,,7094,42263,192922,10,"D",0,0,0,3
"98","315225",,12032,54621,217679,136,,46,480,3076,33,,83,473,1909,12,,89,441,1711,6,,626,2757,10758,19,,1240,5850,25971,17,,5769,24143,93506,36,,4179,20477,80748,13,,0,0,0,0,,0,0,0,0
"98","315228",,11317,62752,251928,246,"D",0,0,0,62,,209,1881,7516,29,,639,3840,16157,47,,1625,8810,34333,50,,2590,12344,48942,35,,2424,18079,67303,17,"D",0,0,0,4,"D",0,0,0,1,"D",0,0,0,1
"98","31523/",,72419,573092,2361910,2272,,1003,8143,80218,787,,2052,15959,65443,299,,5648,40976,177268,404,,13802,95174,383549,453,,11819,89838,393167,168,,17186,147492,598173,112,,13231,91797,398182,37,,7678,83713,265910,12,,0,0,0,0
"98","315231",,10629,67055,271806,148,,57,544,5218,36,"D",0,0,0,13,,304,2550,9589,21,,795,6281,25194,26,,1546,9899,41968,21,,2321,10944,45330,16,,4958,32743,128460,14,"D",0,0,0,1,,0,0,0,0
"98","315232",,11386,95761,393103,400,,155,1434,19324,120,,434,3072,14647,64,,999,8020,34440,73,,2532,15687,63372,84,,2215,20539,88703,31,,3789,35767,125753,25,"D",0,0,0,2,"D",0,0,0,1,,0,0,0,0
"98","315233",,14115,121821,516267,575,,313,2886,14865,215,"D",0,0,0,73,,1356,9820,43953,97,,3609,27293,111940,122,,2946,23903,103247,45,,2640,30862,135128,17,,1939,16449,65016,5,"D",0,0,0,1,,0,0,0,0
"98","315234",,6668,58120,275518,230,,98,784,4996,66,,279,3546,13075,38,,682,5428,24720,47,,1647,14171,55908,51,,1091,10440,49111,14,,1254,10690,42070,10,"D",0,0,0,3,"D",0,0,0,1,,0,0,0,0
"98","315239",,29621,230335,905216,919,,380,2495,35815,350,,768,5501,21921,111,,2307,15158,64566,166,,5219,31742,127135,170,,4021,25057,110138,57,,7182,59229,249892,44,,4624,26539,105474,13,,5120,64614,190275,8,,0,0,0,0
"98","31529/",,14562,84265,360680,572,,371,2430,14299,242,,514,2822,12958,75,,1193,7243,31484,89,,2598,16142,63542,87,,2853,17305,68688,42,,5323,29799,128628,33,"D",0,0,0,3,"D",0,0,0,1,,0,0,0,0
"98","315291",,1236,5642,21811,32,,14,82,265,12,,25,113,639,4,,71,386,1784,5,"D",0,0,0,5,,0,0,0,0,"D",0,0,0,6,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","315292",,1794,12861,51799,176,,184,1184,6371,107,,133,894,4701,20,,325,1697,6777,26,"D",0,0,0,13,,511,5392,20570,8,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","315299",,11532,65762,287070,364,,173,1164,7663,123,,356,1815,7618,51,,797,5160,22923,58,,2080,12713,51532,69,,2342,11913,48118,34,,4074,24473,108135,25,"D",0,0,0,3,"D",0,0,0,1,,0,0,0,0
"98","3159//",,34127,209458,847546,1441,"D",0,0,0,672,,1477,9339,38115,221,,2463,13853,56350,175,,6817,37986,156495,214,,5950,32726,136791,85,,8408,59111,217305,57,,3692,20126,80425,11,,3108,21525,94486,5,"D",0,0,0,1
"98","31599/",,34127,209458,847546,1441,"D",0,0,0,672,,1477,9339,38115,221,,2463,13853,56350,175,,6817,37986,156495,214,,5950,32726,136791,85,,8408,59111,217305,57,,3692,20126,80425,11,,3108,21525,94486,5,"D",0,0,0,1
"98","315991",,9933,55526,224786,273,,166,930,5621,104,,224,1360,5875,32,,508,2387,9284,35,,1772,8941,37093,56,,1747,9103,34710,23,,2597,15205,58795,17,"D",0,0,0,4,"D",0,0,0,1,"D",0,0,0,1
"98","315992",,3762,20480,80174,100,"D",0,0,0,20,,77,472,1886,11,"D",0,0,0,22,,993,4886,18233,29,,620,2787,10096,9,,1026,5831,23265,7,"D",0,0,0,2,,0,0,0,0,,0,0,0,0
"98","315993",,2399,20372,79286,73,"D",0,0,0,22,,120,1403,4152,18,"D",0,0,0,9,,355,3046,11479,12,,385,1882,7919,6,,766,8401,32651,5,,0,0,0,0,"D",0,0,0,1,,0,0,0,0
"98","315999",,18033,113080,463300,995,"D",0,0,0,526,,1056,6104,26202,160,,1517,9103,37711,109,,3697,21113,89690,117,,3198,18954,84066,47,,4019,29674,102594,28,,1623,9669,34572,5,"D",0,0,0,3,,0,0,0,0
"98","316///",,47795,311339,1269367,1549,,1242,7026,38700,706,"D",0,0,0,231,,2731,15671,64827,205,,6286,37656,156366,205,,5938,35360,145621,86,,11404,73419,303584,76,,10315,68923,259522,30,,4242,33852,148557,7,"D",0,0,0,3
"98","3161//",,9274,75591,315147,286,,222,1365,5822,126,,306,2519,8544,45,,494,3287,13888,35,,1248,8854,35277,40,,1284,10119,41592,19,,1738,13260,54630,12,,1802,18584,76840,6,"D",0,0,0,2,"D",0,0,0,1
"98","31611/",,9274,75591,315147,286,,222,1365,5822,126,,306,2519,8544,45,,494,3287,13888,35,,1248,8854,35277,40,,1284,10119,41592,19,,1738,13260,54630,12,,1802,18584,76840,6,"D",0,0,0,2,"D",0,0,0,1
