"98","1131//",,4203,0
"98","11311/",,4203,0
"98","113110",,4203,0
"98","1132//",,2657,0
"98","11321/",,2657,0
"98","113210",,2657,0
"98","114112",,2195,0
"98","114119",,41,0
"98","211///",,88280,0
"98","2111//",,88280,0
"98","21111/",,88280,0
"98","211111",,76794,0
"98","211112",,11486,0
"98","212///",,194174,0
"98","2121//",,74915,0
"98","21211/",,74915,0
"98","212112",,41209,0
"98","212113",,782,0
"98","2122//",,25692,0
"98","21221/",,5403,0
"98","212210",,5403,0
"98","21222/",,9026,0
"98","212221","I",0,0
"98","212222","E",0,0
"98","21223/",,7824,0
"98","212231",,1831,0
"98","212234",,5993,0
"98","21229/",,3439,0
"98","212291","E",0,0
"98","212299","H",0,0
"98","21232/",,36381,0
"98","212321",,26751,0
"98","212322",,2754,0
"98","212324",,3203,0
"98","212325",,3673,0
"98","21239/",,12087,0
"98","212391",,2990,0
"98","212392",,2796,0
"98","212393",,1860,0
"98","212399",,4441,0
"98","213113",,6218,0
"98","213114",,2035,0
"98","213115",,2103,0
"98","221111",,7597,0
"98","221113",,34904,0
"98","221119",,14230,0
"98","221121",,18590,0
"98","221122",,361658,0
"98","2212//",,86890,0
"98","22121/",,86890,0
"98","221210",,86890,0
"98","2213//",,45595,0
"98","22131/",,37041,0
"98","221310",,37041,0
"98","22132/",,7022,0
"98","221320",,7022,0
"98","22133/",,1532,0
"98","221330",,1532,0
"98","23411/",,274144,0
"98","234110",,274144,0
"98","23412/",,36671,0
"98","234120",,36671,0
"98","3112//",,54531,0
"98","31121/",,17332,0
"98","311211",,12267,0
"98","311212",,4172,0
"98","311213",,893,0
"98","31122/",,24250,0
"98","311221",,9087,0
"98","311222",,6139,0
"98","311223",,1823,0
"98","3113//",,81206,0
"98","31131/",,14384,0
"98","311311",,5376,0
"98","311312",,2876,0
"98","311313",,6132,0
"98","31132/",,9109,0
"98","311320",,9109,0
"98","31133/",,33429,0
"98","311330",,33429,0
"98","31141/",,82763,0
"98","311411",,35851,0
"98","311412",,46912,0
"98","31142/",,76142,0
"98","311421",,48545,0
"98","311422",,14767,0
"98","311423",,12830,0
"98","3115//",,129274,0
"98","31151/",,110169,0
"98","311512",,1604,0
"98","311513",,37636,0
"98","311514",,14312,0
"98","311613",,9093,0
"98","311615",,237813,0
"98","3117//",,38663,0
"98","31171/",,38663,0
"98","311711",,3888,0
"98","311712",,34775,0
"98","31182/",,56220,0
"98","311821",,35681,0
"98","311822",,15621,0
"98","311823",,4918,0
"98","31183/",,12061,0
"98","311830",,12061,0
"98","311941",,13886,0
"98","311942",,13445,0
"98","312///",,163395,0
"98","3121//",,139364,0
"98","31211/",,75740,0
"98","312112",,6435,0
"98","31214/",,6031,0
"98","312140",,6031,0
"98","3122//",,24031,0
"98","31221/",,2264,0
"98","312210",,2264,0
"98","31222/",,21767,0
"98","312221",,15099,0
"98","312229",,6668,0
"98","313///",,261655,0
"98","3131//",,60243,0
"98","31311/",,60243,0
"98","313112",,20713,0
"98","3132//",,139857,0
"98","31324/",,19786,0
"98","313249",,9623,0
"98","3133//",,61555,0
"98","31331/",,53002,0
"98","313312",,20301,0
"98","31332/",,8553,0
"98","313320",,8553,0
"98","314911",,8716,0
"98","314912",,17921,0
"98","314991",,5613,0
"98","314992",,4486,0
"98","3151//",,55896,0
"98","31511/",,35120,0
"98","315111",,9770,0
"98","315119",,25350,0
"98","31519/",,20776,0
"98","315191",,17313,0
"98","315192",,3463,0
"98","315221",,2455,0
"98","315222",,11347,0
"98","315223",,12635,0
"98","315224",,21003,0
"98","315228",,11317,0
"98","3159//",,34127,0
"98","31599/",,34127,0
"98","315992",,3762,0
"98","315993",,2399,0
"98","315999",,18033,0
"98","3162//",,21109,0
"98","31621/",,21109,0
"98","316211",,5095,0
"98","316212",,1060,0
"98","316213",,9459,0
"98","316214",,4453,0
"98","316219",,1042,0
"98","3169//",,17412,0
"98","31699/",,17412,0
"98","316991",,5894,0
"98","316992",,2384,0
"98","316993",,2807,0
"98","316999",,6327,0
"98","3211//",,115998,0
"98","32111/",,115998,0
"98","321114",,11936,0
"98","3212//",,111009,0
"98","32121/",,111009,0
"98","321212",,23635,0
"98","321213",,5181,0
"98","321219",,22114,0
"98","32191/",,147745,0
"98","321918",,42336,0
"98","32199/",,111750,0
"98","321991",,51023,0
"98","321992",,24047,0
"98","322///",,495990,0
"98","3221//",,162988,0
"98","32211/",,8373,0
"98","322110",,8373,0
"98","32212/",,105829,0
"98","322121",,97102,0
"98","322122",,8727,0
"98","32213/",,48786,0
"98","322130",,48786,0
"98","3222//",,333002,0
"98","322212",,42384,0
"98","322214",,9790,0
"98","32222/",,66078,0
"98","322221",,5950,0
"98","322223",,2229,0
"98","322224",,13545,0
"98","322225",,5174,0
"98","322226",,2607,0
"98","322231",,10657,0
"98","322232",,22040,0
"98","322233",,6380,0
"98","32229/",,39210,0
"98","322299",,20024,0
"98","32311/",,645256,0
"98","323111",,17199,0
"98","323113",,63620,0
"98","323115",,7699,0
"98","323116",,36176,0
"98","32312/",,61163,0
"98","323121",,27029,0
"98","323122",,34134,0
"98","32411/",,62132,0
"98","324110",,62132,0
"98","324121",,12664,0
"98","324122",,13142,0
"98","32419/",,12465,0
"98","324191",,9605,0
"98","324199",,2860,0
"98","32511/",,10449,0
"98","325110",,10449,0
"98","32512/",,9557,0
"98","325120",,9557,0
"98","32513/",,14632,0
"98","325131",,7649,0
"98","325132",,6983,0
"98","32518/",,56036,0
"98","325181",,4483,0
"98","325182",,1708,0
"98","325188",,49845,0
"98","32519/",,82290,0
"98","325191",,2139,0
"98","325192",,5074,0
"98","325193",,1735,0
"98","325199",,73342,0
"98","3252//",,96808,0
"98","32521/",,70229,0
"98","325211",,59840,0
"98","325212",,10389,0
"98","32522/",,26579,0
"98","325221",,2365,0
"98","325222",,24214,0
"98","3253//",,34267,0
"98","32531/",,20246,0
"98","325311",,4949,0
"98","325312",,6288,0
"98","325314",,9009,0
"98","32532/",,14021,0
"98","325320",,14021,0
"98","3255//",,68387,0
"98","32551/",,47329,0
"98","325510",,47329,0
"98","32552/",,21058,0
"98","325520",,21058,0
"98","3259//",,106417,0
"98","32591/",,12001,0
"98","325910",,12001,0
"98","32592/",,6304,0
