"98","------",,112400654,6646609
"98","11----",,181162,27164
"98","113///",,75822,13138
"98","1133//",,68962,12105
"98","11331/",,68962,12105
"98","113310",,68962,12105
"98","114///",,9244,1991
"98","1141//",,6537,1573
"98","11411/",,6537,1573
"98","115///",,96096,12035
"98","1151//",,58541,4939
"98","11511/",,58541,4939
"98","115112",,11962,2633
"98","1152//",,22876,5371
"98","11521/",,22876,5371
"98","115210",,22876,5371
"98","1153//",,14679,1725
"98","11531/",,14679,1725
"98","115310",,14679,1725
"98","21----",,465775,21227
"98","2123//",,93567,3708
"98","21231/",,45099,1323
"98","213///",,183321,8360
"98","2131//",,183321,8360
"98","21311/",,183321,8360
"98","213111",,56022,1712
"98","213112",,116943,6142
"98","22----",,648254,15245
"98","221///",,648254,15245
"98","2211//",,515769,5272
"98","22111/",,135521,1439
"98","22112/",,380248,3833
"98","23----",,6307370,718379
"98","233///",,1585717,243881
"98","2331//",,90669,14836
"98","23311/",,90669,14836
"98","233110",,90669,14836
"98","2332//",,770851,198339
"98","23321/",,696886,189357
"98","233210",,696886,189357
"98","23322/",,73965,8982
"98","233220",,73965,8982
"98","2333//",,724197,30706
"98","23331/",,86859,1533
"98","233310",,86859,1533
"98","23332/",,637338,29173
"98","233320",,637338,29173
"98","234///",,856312,29676
"98","2341//",,310815,7405
"98","2349//",,545497,22271
"98","23491/",,198821,7836
"98","234910",,198821,7836
"98","23492/",,98465,3141
"98","234920",,98465,3141
"98","23499/",,156290,11013
"98","234990",,156290,11013
"98","235///",,3865341,444822
"98","2351//",,879908,91132
"98","23511/",,879908,91132
"98","235110",,879908,91132
"98","2352//",,218825,44204
"98","23521/",,218825,44204
"98","235210",,218825,44204
"98","2353//",,770632,65159
"98","23531/",,770632,65159
"98","235310",,770632,65159
"98","2354//",,515364,48810
"98","23541/",,170005,21904
"98","235410",,170005,21904
"98","23542/",,293849,17808
"98","235420",,293849,17808
"98","23543/",,51510,9098
"98","235430",,51510,9098
"98","2355//",,338784,68964
"98","23551/",,262569,53452
"98","235510",,262569,53452
"98","23552/",,76215,15512
"98","235520",,76215,15512
"98","2356//",,244435,31137
"98","23561/",,244435,31137
"98","235610",,244435,31137
"98","2357//",,306585,29676
"98","23571/",,306585,29676
"98","235710",,306585,29676
"98","2358//",,23692,4739
"98","23581/",,23692,4739
"98","235810",,23692,4739
"98","2359//",,567116,61001
"98","23591/",,76231,2302
"98","235910",,76231,2302
"98","23592/",,46220,5141
"98","235920",,46220,5141
"98","23593/",,145838,23845
"98","235930",,145838,23845
"98","23594/",,26911,1322
"98","235940",,26911,1322
"98","23595/",,66532,2934
"98","235950",,66532,2934
"98","23599/",,205384,25457
"98","235990",,205384,25457
"98","31----",,14393609,230008
"98","311///",,1443766,15762
"98","3116//",,495730,2344
"98","31161/",,495730,2344
"98","311611",,148551,1618
"98","3118//",,288577,8290
"98","31181/",,220296,7650
"98","311811",,54723,6164
"98","311812",,149818,1410
"98","3119//",,149868,1300
"98","314///",,190209,6324
"98","3141//",,105148,2635
"98","31412/",,60710,2378
"98","314121",,20281,1986
"98","3149//",,85061,3689
"98","31491/",,26637,1775
"98","31499/",,58424,1914
"98","314999",,48325,1815
"98","315///",,350439,8101
"98","3152//",,260416,6519
"98","31521/",,102646,4790
"98","315212",,81797,4220
"98","31523/",,72419,1003
"98","316///",,47795,1242
"98","321///",,534011,10079
"98","321113",,104062,2226
"98","3219//",,307004,7114
"98","32192/",,47509,2035
"98","321920",,47509,2035
"98","321999",,36680,1335
"98","323///",,706419,33807
"98","3231//",,706419,33807
"98","323110",,350922,11764
"98","323114",,52119,10362
"98","323119",,30948,2814
"98","324///",,100403,2018
"98","3241//",,100403,2018
"98","32412/",,25806,1667
"98","325///",,827430,6647
"98","3251//",,172964,1033
"98","3256//",,110682,1546
"98","32561/",,54035,1064
"98","326///",,925607,5963
"98","3261//",,744673,4896
"98","32619/",,486579,3335
"98","3262//",,180934,1067
"98","327///",,475476,9585
"98","3272//",,114794,1634
"98","32721/",,114794,1634
"98","327215",,57497,1167
"98","3273//",,202682,4960
